y,x,label,unix_time_conv
1.3241666666666656,1510661270,11/14 04:07 AM,2017-11-14 21:07:50
1.301666666666667,1510683343,11/14 10:15 AM,2017-11-15 03:15:43
1.211666666666666,1510705448,11/14 04:24 PM,2017-11-15 09:24:08
1.2708333333333333,1510727551,11/14 10:32 PM,2017-11-15 15:32:31
1.2666666666666657,1510749631,11/15 04:40 AM,2017-11-15 21:40:31
1.2666666666666657,1510771699,11/15 10:48 AM,2017-11-16 03:48:19
1.3225000000000005,1510793767,11/15 04:56 PM,2017-11-16 09:56:07
1.3225000000000005,1510815825,11/15 11:03 PM,2017-11-16 16:03:45
1.3175000000000001,1510846261,11/16 07:31 AM,2017-11-17 00:31:01
1.3175000000000001,1510868323,11/16 01:38 PM,2017-11-17 06:38:43
1.340000000000001,1510890386,11/16 07:46 PM,2017-11-17 12:46:26
1.3266666666666656,1510912441,11/17 01:54 AM,2017-11-17 18:54:01
1.3158333333333327,1510934504,11/17 08:01 AM,2017-11-18 01:01:44
1.3716666666666673,1510956579,11/17 02:09 PM,2017-11-18 07:09:39
1.3041666666666671,1510978653,11/17 08:17 PM,2017-11-18 13:17:33
1.3041666666666671,1511000712,11/18 02:25 AM,2017-11-18 19:25:12
1.3275000000000006,1511022779,11/18 08:32 AM,2017-11-19 01:32:59
1.1300000000000001,1511044879,11/18 02:41 PM,2017-11-19 07:41:19
1.3108333333333324,1511067023,11/18 08:50 PM,2017-11-19 13:50:23
1.3108333333333324,1511089075,11/19 02:57 AM,2017-11-19 19:57:55
1.3325000000000007,1511111126,11/19 09:05 AM,2017-11-20 02:05:26
1.2616666666666656,1511133221,11/19 03:13 PM,2017-11-20 08:13:41
1.3325000000000007,1511155354,11/19 09:22 PM,2017-11-20 14:22:34
1.3325000000000007,1511177409,11/20 03:30 AM,2017-11-20 20:30:09
1.4083333333333339,1511199481,11/20 09:38 AM,2017-11-21 02:38:01
1.4366666666666674,1511206917,11/20 11:41 AM,2017-11-21 04:41:57
1.3816666666666677,1511214354,11/20 01:45 PM,2017-11-21 06:45:54
1.4683333333333337,1511221789,11/20 03:49 PM,2017-11-21 08:49:49
1.4683333333333337,1511229219,11/20 05:53 PM,2017-11-21 10:53:39
1.4683333333333337,1511236644,11/20 07:57 PM,2017-11-21 12:57:24
1.4683333333333337,1511244065,11/20 10:01 PM,2017-11-21 15:01:05
3.0291666666666663,1511251484,11/21 12:04 AM,2017-11-21 17:04:44
2.7050000000000005,1511258900,11/21 02:08 AM,2017-11-21 19:08:20
2.042499999999999,1511266317,11/21 04:11 AM,2017-11-21 21:11:57
2.042499999999999,1511273736,11/21 06:15 AM,2017-11-21 23:15:36
1.409999999999999,1511281167,11/21 08:19 AM,2017-11-22 01:19:27
1.3325000000000007,1511288601,11/21 10:23 AM,2017-11-22 03:23:21
1.3608333333333344,1511296037,11/21 12:27 PM,2017-11-22 05:27:17
1.3541666666666667,1511297072,11/21 12:44 PM,2017-11-22 05:44:32
1.3808333333333327,1511298103,11/21 01:01 PM,2017-11-22 06:01:43
1.3574999999999993,1511299135,11/21 01:18 PM,2017-11-22 06:18:55
