y,x,label,unix_time_conv
-0.04499999999999934,1511225073,11/20 04:44 PM,2017-11-21 09:44:33
0.08833333333333353,1511233281,11/20 07:01 PM,2017-11-21 12:01:21
0.15333333333333363,1511241475,11/20 09:17 PM,2017-11-21 14:17:55
0.1583333333333338,1511249669,11/20 11:34 PM,2017-11-21 16:34:29
0.16499999999999915,1511257861,11/21 01:51 AM,2017-11-21 18:51:01
0.1608333333333339,1511266050,11/21 04:07 AM,2017-11-21 21:07:30
0.15333333333333363,1511274243,11/21 06:24 AM,2017-11-21 23:24:03
0.1875,1511282441,11/21 08:40 AM,2017-11-22 01:40:41
0.22833333333333408,1511290641,11/21 10:57 AM,2017-11-22 03:57:21
0.260833333333333,1511298849,11/21 01:14 PM,2017-11-22 06:14:09
0.26583333333333314,1511299973,11/21 01:32 PM,2017-11-22 06:32:53
0.277500000000001,1511301127,11/21 01:52 PM,2017-11-22 06:52:07
0.28749999999999903,1511302250,11/21 02:10 PM,2017-11-22 07:10:50
0.2983333333333344,1511303374,11/21 02:29 PM,2017-11-22 07:29:34
0.2983333333333344,1511304500,11/21 02:48 PM,2017-11-22 07:48:20
0.301666666666667,1511305618,11/21 03:06 PM,2017-11-22 08:06:58
0.3133333333333326,1511309779,11/21 04:16 PM,2017-11-22 09:16:19
0.32833333333333314,1511313945,11/21 05:25 PM,2017-11-22 10:25:45
0.340000000000001,1511318106,11/21 06:35 PM,2017-11-22 11:35:06
0.35999999999999943,1511322270,11/21 07:44 PM,2017-11-22 12:44:30
0.3775000000000001,1511326433,11/21 08:53 PM,2017-11-22 13:53:53
0.4166666666666667,1511330594,11/21 10:03 PM,2017-11-22 15:03:14
0.4299999999999997,1511332392,11/21 10:33 PM,2017-11-22 15:33:12
0.44250000000000017,1511334191,11/21 11:03 PM,2017-11-22 16:03:11
0.46999999999999886,1511335992,11/21 11:33 PM,2017-11-22 16:33:12
0.4858333333333344,1511337792,11/22 12:03 AM,2017-11-22 17:03:12
0.5116666666666655,1511339592,11/22 12:33 AM,2017-11-22 17:33:12
0.5150000000000006,1511341394,11/22 01:03 AM,2017-11-22 18:03:14
0.5283333333333337,1511343194,11/22 01:33 AM,2017-11-22 18:33:14
0.5416666666666666,1511344995,11/22 02:03 AM,2017-11-22 19:03:15
0.5508333333333345,1511346795,11/22 02:33 AM,2017-11-22 19:33:15
0.5641666666666675,1511348597,11/22 03:03 AM,2017-11-22 20:03:17
0.5833333333333334,1511350392,11/22 03:33 AM,2017-11-22 20:33:12
0.5875000000000009,1511352191,11/22 04:03 AM,2017-11-22 21:03:11
0.5875000000000009,1511353992,11/22 04:33 AM,2017-11-22 21:33:12
0.6066666666666668,1511355792,11/22 05:03 AM,2017-11-22 22:03:12
0.6108333333333343,1511357593,11/22 05:33 AM,2017-11-22 22:33:13
0.625,1511359393,11/22 06:03 AM,2017-11-22 23:03:13
0.6266666666666675,1511361194,11/22 06:33 AM,2017-11-22 23:33:14
0.6350000000000003,1511362994,11/22 07:03 AM,2017-11-23 00:03:14
0.649166666666666,1511364797,11/22 07:33 AM,2017-11-23 00:33:17
0.6525000000000011,1511366596,11/22 08:03 AM,2017-11-23 01:03:16
0.663333333333334,1511368397,11/22 08:33 AM,2017-11-23 01:33:17
0.6749999999999995,1511369522,11/22 08:52 AM,2017-11-23 01:52:02
0.6841666666666674,1511370642,11/22 09:10 AM,2017-11-23 02:10:42
0.6883333333333326,1511371761,11/22 09:29 AM,2017-11-23 02:29:21
0.688055674235026,1511372887,11/22 09:48 AM,2017-11-23 02:48:07
0.688055674235026,1511374012,11/22 10:06 AM,2017-11-23 03:06:52
0.688055674235026,1511375137,11/22 10:25 AM,2017-11-23 03:25:37
0.688055674235026,1511376262,11/22 10:44 AM,2017-11-23 03:44:22
0.688055674235026,1511377387,11/22 11:03 AM,2017-11-23 04:03:07
0.688055674235026,1511378512,11/22 11:21 AM,2017-11-23 04:21:52
0.688055674235026,1511379637,11/22 11:40 AM,2017-11-23 04:40:37
0.688055674235026,1511380764,11/22 11:59 AM,2017-11-23 04:59:24
0.688055674235026,1511381889,11/22 12:18 PM,2017-11-23 05:18:09
0.688055674235026,1511383014,11/22 12:36 PM,2017-11-23 05:36:54
0.688055674235026,1511384139,11/22 12:55 PM,2017-11-23 05:55:39
-0.046666666666666856,1511385264,11/22 01:14 PM,2017-11-23 06:14:24
-0.037499999999999055,1511386390,11/22 01:33 PM,2017-11-23 06:33:10
-0.08750000000000095,1511387519,11/22 01:51 PM,2017-11-23 06:51:59
-0.07250000000000038,1511388645,11/22 02:10 PM,2017-11-23 07:10:45
0.7558333333333328,1511389771,11/22 02:29 PM,2017-11-23 07:29:31
0.7891666666666666,1511390897,11/22 02:48 PM,2017-11-23 07:48:17
0.790833333333334,1511392023,11/22 03:07 PM,2017-11-23 08:07:03
0.8016666666666671,1511393149,11/22 03:25 PM,2017-11-23 08:25:49
